Empresas do ramo alimentício de São José do Rio Preto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome ;Segmento ;Contato;Instagram/Facebook;Número de Seguidores;Ifood;Link Ifood;Outra Plataforma de Delivery;Link da Plataforma ;Avaliação Google;Avaliação Ifood;CNPJ;Endereço;Bairro;Região Adm;CEP;Porte;CNAE;;;;;;;;;;;;;;
PIZZA HUT;Pizzarias/Massas;0800 770 7771;Pizza Hut - Rio Preto - Facebook;368,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizza-hut---plaza-avenida-jardim-redentor;Rappi;https://www.rappi.com.br/restaurantes/900066756-pizza-hut?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;4,30;4,70;23.247.934/0001-28;AV JOSE MUNIA, 4775;JARDIM REDENTOR ;HB;15085-350;DEMAIS;01/02/5611;;;;;;;;;;;;;;
BORELLI RIO PRETO SHOPPING;Sorveteria/ Açaí/ Doceria;(17) 98135-1337/ (17) 3233-2888; gelatoborellioficial;80200,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/borelli-rio-preto-shopping-jardim-morumbi/f583bb1e-a6aa-4f8f-808b-a6f759d5ce27?utm_medium=ReserveGoogle;*;*;4,10;5,00;39.709.973/0001-30;AV BRIGADEIRO FARIA LIMA, 6363 ;JARDIM MORUMBI;HB;15093-000;DEMAIS;03/02/5611;;;;;;;;;;;;;;
MEVI;Comida Étnica (Itália);(17)3363-3848;mevirestaurante;39500,00;*;*;Plataforma própria;https://mevirestaurante.com.br/menu-7-festival-de-camarao/;4,70;;22.092.417/0001-64;RUA MARECHAL DEODORO DA FONSECA, 3459;VILA SANTA CRUZ;Central;15014-060;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CHURRASCARIA CATENA STEAKHOUSE;Comida Brasileira;(17)3225-8665;catenasteakhouse;34500,00;*;*;*;*;4,40;;39.887.362/0001-81;AV. NOSSA SRA. DA PAZ, 1363;JARDIM ALTO ALEGRE;Central;15055-500;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PIZZARIA MAMA MIA;Pizzarias/Massas;(17)3227-9919;mamamia_oficialriopreto;12800,00;*;*;Whatsapp;https://whats.link/mamamiarp;4,70;;03.221.783/0001-21;AV. ARTHUR NONATO, 5239;VILA SÃO PEDRO;HB;15080-310;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ROCKS BURGUERS;Lanchonetes/Hamburguerias;(17)98103-2360;rockeria_gourmet;69,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/rocks-burguers-lanches-artesanais-jardim-bosque-das-vivendas;Rappi;https://www.rappi.com.br/restaurantes/900053874-rocks-burguers?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;4,40;4,60;34.744.467/0001-68;AV. BENEDITO RODRIGUES LISBOA, 1885;UNIVERSITÁRIO;HB;5086--000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PONTO DA PIZZA;Lanchonetes/Hamburguerias;(17)3512-2399;pontodapizzarp;23100,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ponto-da-pizza-jardim-seyon;*;*;4,20;4,30;19.097.602/0001-37;AV. DANILO GALEAZZI, 1589;JARDIM SANTA ROSA I;Central;15051-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PIZZARIA ROTISSERIA LONGUINHO;Pizzarias/Massas;(17) 3236-1870;*;;*;*;*;*;4,60;;05.284.089/0001-89;RUA FERNANDO TOZATO, 211;RESIDENCIAL CAETANO;CEU;15046-849;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ROKAI TEMAKERIA;Comida Étnica (Japão);(17)3222-5054;rokaitemakeria;8121,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/rokai-temakeria-jd-canaa;"Delivery direto; Gommer app";" https://deliverydireto.com.br/rokaitemakeria/rokaitemakeria?utm_source=google-place-action-link&dd=menu ; https://rokai-temakeria.goomer.app/";4,00;4,30;30.010.072/0001-80;AV. JOÃO BERNARDINO SEIXAS RIBEIRO, 1300;JARDIM CANAA;Central;15030-100;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
MCDONALS'S;Lanchonetes/Hamburguerias;(17)3231-1713;mcdonalds_br;3500000,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/mcdonalds---andalo-jrp-vila-redendora/4c3d1ec4-158a-4037-83f5-ca0d5c204e02?utm_medium=ReserveGoogle; Plataforma própria;"https://www.mcdonalds.com.br/apps ; ";4,50;4,80;00.704.649/0001-93;AV. DR. ALBERTO ANDALÓ,4155;VILA REDENTORA;HB;15015-000;DEMAIS;03/02/5611;;;;;;;;;;;;;;
BRITO SUCOS E LANCHES;Lanchonetes/Hamburguerias;(17)3233-3741;*;;*;*;*;*;4,90;;34.349.626/0001-20;RUA MARECHAL DEODORO DA FONSECA,3316;CENTRO;Central;15010-070;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
MASSA MIX EXPRESS;Pizzarias/Massas;(17)99187-0409;massamixexpress;930,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/massamix-express-restaurante-centro/4b5d6f33-d9f2-4492-8cb4-8fd86535fb82?utm_medium=ReserveGoogle;*;*;5,00;4,50;42.450.017/0001-90;R. XV DE NOVEMBRO;CENTRO;Central;15015-110;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BARÔ DOCES E SALGADOS;Sorveteria/ Açaí/ Doceria;(17)98101-8176;*;;*;*;*;*;;;45.059.554/0001-00;R. GEN. GLICÉRIO, 2686;CENTRO;Central;15015-400;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
DIMAS BURGUER;Lanchonetes/Hamburguerias;(17)98171-3103;dimasburguer;11400,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/dimas-burguer-centro;*;*;4,80;5,00;36.890.396/0001-37;AV. BADY BASSITT, 3479;CENTRO;Central;15015-700;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CASA DO PASTEL;Lanchonetes/Hamburguerias;(17) 3304-8045;*;;*;*;*;*;5,00;;29.948.881/0001-59;RUA RUBIAO JUNIOR,3049;CENTRO;Central;15010-090;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BARRANCO LANCHES;Lanchonetes/Hamburguerias;(17)3222-4488;Barranco Lanches - Facebook;407,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/barranco-burguer-e-hot-dog-centro;*;*;4,40;4,70;39.870.603/0001-80;AV. DR. ALBERTO ANDALÓ,3033;CENTRO;Central;15015-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
PONTO DA ESFIHA BERNADINO;Comida Étnica (Arábia);(17) 3519-4111; pontodaesfihabernardino;997,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ponto-da-esfiha---bernardino-de-campos-centro/cfb30513-0918-47e9-9dbd-e7e0becea444?utm_medium=ReserveGoogle;*;*;4,50;4,60;43.181.587/0001-95;R BERNARDINO DE CAMPOS, 3571 ;CENTRO;Central;15015-300;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
NUGRILL HAMBURGUERIA ARTESANAL;Lanchonetes/Hamburguerias;(17) 99643-4766;Nugrill Hamburgueria Artesanal;345,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/nugrill-hamburgueria-artesanal-eldorado;One Soluções;https://www.onesolucoes.com.br/app/?id=&248&empresa=134;4,80;4,90;40.084.454/0001-02;AV MONTE APRAZÍVEL, 3319;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CHM FOODS;Outros; (17) 3233-2888;*;;*;*;*;*;;;39.780.827/0001-09;AV ALFREDO ANTONIO DE OLIVEIRA, 2077 LOJA F-16;JARDIM MARAJÓ;Represa;15046-355;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
PATRONI PIZZA NORTE;Pizzarias/Massas; (17) 99734-4734;Patroni Pizza Rio Preto;102,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/patroni---iguatemi-rio-preto-iguatemi/ba2c7e10-16aa-4fd9-b4ce-eedfd8103976?utm_medium=ReserveGoogle;*;*;3,80;;41.965.378/0001-07;AV ALFREDO ANTONIO DE OLIVEIRA, 2077 LOJA F-18;JARDIM MARAJÓ;Represa;15046-355;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
RECHET'S UNIVERSITARIO;Lanchonetes/Hamburguerias;(17) 3212-9768; rechets_universitaria;1206,00;*;*;*;*;;;32.427.837/0001-08;R IVETE GABRIEL ATIQUE, 50 ;VILA MARIA;Central;15025-400;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
DELÍCIAS DO JOTA;Outros;(17) 3355-4820;Delícias do Jota;862,00;*;*;*;*;4,50;;03.392.810/0001-29;R GERALDO RIBEIRO DE ANDRADE, 270 ;JARDIM MARIA LUCIA;Central;15047-093;DEMAIS;03/02/5611;;;;;;;;;;;;;;
JIN JIN WOK;Comida Étnica (Japão);(17) 3227 5584; jinjinoficial;31400,00;*;*;*;*;4,30;;01.117.697/0001-48;AV BRIGADEIRO FARIA LIMA, 6363 LOJA 191;JARDIM MORUMBI;HB;15090-900;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
FRANGO LITO FAST FOOD;Lanchonetes/Hamburguerias;(17) 3217-9011; frangolito.oficial;7130,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/frango-lito-rio-preto-shopping-jardim-morumbi/6a9e893d-92df-46b1-9005-8f7df4baa8f7?utm_medium=ReserveGoogle;*;*;3,10;3,80;38.437.985/0001-90;AV ANISIO HADDAD, 6363 SALA SUC 62;JARDIM MORUMBI;HB;15090-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
MOLECAGGIO RIO PRETO SHOPPING;Pizzarias/Massas;(17) 3227-6231; molecaggiopizzas;11700,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/molecaggio---unidade-rio-preto-shopping-vila-sao-jose;*;*;4,30;;01.396.012/0001-40;AV BRIG FARIA LIMA, 6363 SUC 67;JARDIM FRANCISCO FERNANDES;HB;15090-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
H2 RESTAURANTE;Comida Brasileira;(17) 3226-2817;H2 Restaurante;2400,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/h2-restaurante-jardim-morumbi;*;*;4,60;4,50;27.323.561/0001-88;AV BRIGADEIRO FARIA LIMA 6363, 6363 LOJA 60 RPSC;JARDIM MORUMBI;HB;15090-900;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
GRILETTO;Comida Brasileira;(17) 99138-1010; grilettooficial;31000,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/griletto---shopping-iguatemi-residencial-eco-village-i;Rappi;https://www.rappi.com.br/restaurantes/900662125-griletto?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;3,80;4,80;10.407.111/0001-70;R JOSE FREDERICO RAMALHO, 185 ;RESIDENCIAL SETSUL;Vila Toninho;15081-582;EMPRESA DE PEQUENO PORTE;8219-9/99;;;;;;;;;;;;;;
SANSHI ASIAN FOOD;Comida Étnica (Japão);(17) 3227-2784; sanshiasianfood;870,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sanshi-asian-food-jardim-morumbi/aaa168b6-4c28-4edf-b6d8-57d5c299d628?utm_medium=ReserveGoogle;Plataforma própria;http://www.sanshi.com.br/combinados/cardapio-sanshi/;3,30;4,80;07.367.011/0001-53;AV BRIGADEIRO FARIA LIMA, 6363 BOX 95;JARDIM MORUMBI;HB;15090-900;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
LOTUS SUSHI BAR;Comida Étnica (Japão);(17) 3353-4882; lotussushi_bar;33200,00;*;*;*;*;4,60;;34.784.620/0001-80;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 3660 ;JARDIM MOYSES MIGUEL HADDAD;HB;15093-225;EMPRESA DE PEQUENO PORTE;01/02/5611;;;;;;;;;;;;;;
BRASA E VIOLA;Comida Brasileira;(17) 3555-0069; brasaeviola;14300,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/brasa-e-viola-steakhouse-e-emporio-jardim-moyses-miguel-haddad;*;*;4,30;;44.702.480/0001-08;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 3840 QUADRA12 LOTE 16;JARDIM MOYSES MIGUEL HADDAD;HB;15093-225;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CASA DO PEIXE;Comida Brasileira;(17) 98810-4383;Restaurante Casa do Peixe;3200,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/casa-do-peixe-jardim-municipal/85f8a6c7-c9f2-4b57-bbda-f1a793f0feec?utm_medium=ReserveGoogle;Plataforma própria;http://casadopeixeepetiscos.com.br/petiscos/#features;4,10;4,50;29.434.899/0001-32;AV GABRIEL JORGE CURY, 205 ;JARDIM MUNICIPAL;Central;15055-480;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RAMBO LANCHES;Lanchonetes/Hamburguerias;(17) 99194-4965;Rambo Lanches;1100,00;*;*;*;*;5,00;;33.114.798/0001-51;RUA VOLUNTÁRIOS DE SÃO PAULO, 3180;CENTRO;Central;15015-200;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 98828-5434/ (17) 98830-4004;*;;*;*;*;*;;;01.725.595/0001-05;AV JOSE MUNIA, 4775 LOJA LUC 2200 PISO 2;JARDIM REDENTOR;HB;15085-350;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BRIGADELLA;Sorveteria/ Açaí/ Doceria;(17) 3304-0554;Brigadella Doces e Salgados Finos;158,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/brigadella-doces-e-salgados-finos-jardim-morumbi;*;*;4,50;4,50;26.586.945/0001-20;AV BRIGADEIRO FARIA LIMA, 6363 SUC 182 BL E MALL;VILA SÃO JOSÉ;HB;15090-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ACAI DA PRAIA;Sorveteria/ Açaí/ Doceria;(17) 3211-9081;Acaí da Praia;33000,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/acai-da-praia-redentora-vila-redentora/39e01809-31b0-4c37-8f82-36aca86a5bd4?utm_medium=ReserveGoogle;Plataforma própria;https://cardapio.wifire.me/acai-da-praia-redentora#!;4,30;4,70;21.168.740/0001-01;RUA XV DE NOVEMBRO, 3810;REDENTORA;;15015-110;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
GRÃO ESPRESSO;Lanchonetes/Hamburguerias;(17) 3232-5322;Grão Espresso Rio Preto Shopping;72,00;*;*;*;*;4,30;;08.086.186/0001-55;AV BRIGADEIRO FARIA LIMA, 6363 SUC-105;JARDIM MORUMBI;HB;15090-900;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 3211-9900/ (17) 99147-2674;*;;*;*;*;*;;;23.738.317/0001-25;AV BRIGADEIRO FARIA LIMA 6363, 6363 SUC 513 RIO PRETO SHOPPING;JARDIM MORUMBI;HB;15090-900;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
VILA DO ACAI;Outros;(17) 99756-8989;*;;*;*;*;*;;;31.637.695/0001-40;AV BRIGADEIRO FARIA LIMA 6363, 6363 SUC 98;JARDIM MORUMBI;HB;15090-900;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CAFÉ DO PONTO;Lanchonetes/Hamburguerias;(17) 3233-2888/ (17) 3353-2892;Café do Ponto - Facebook;37,00;*;*;*;*;4,50;;08.603.143/0001-08;AV BRIGADEIRO FARIA LIMA, 6363 BOX 88 E 89;JARDIM MORUMBI;HB;15090-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
TACO BELL;Comida Étnica (México);(17) 8135-1337/ (17) 3233-2888;Taco Bell;254,00;*;*;Rappi;https://www.rappi.com.br/restaurantes/900070412-taco-bell?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;4,20;;08.919.426/0001-55;AV BRIGADEIRO FARIA LIMA 6363, 6363 SUC 194;JARDIM MORUMBI;HB;15090-900;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BIKE HOTEL RIO PRETO;Lanchonetes/Hamburguerias;(17) 98815-7140;Bike Hotel Rio Preto;1100,00;*;*;*;*;4,90;;44.134.282/0001-95;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, S/N ANEXO QUADRA 12 LOTE 12;JARDIM MOYSES MIGUEL HADDAD;HB;15093-225;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
FRULLE - NATURAL FOOD;Saudáveis/Veganas/Veget;(17) 3218-1585; @frullenaturalfood;2438,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/frulle---natural-food-jardim-tarraf;*;*;4,90;;33.985.455/0001-62;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 3561 ;JARDIM MOYSES MIGUEL HADDAD;HB;15093-215;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SR RANGOS;Comida Brasileira;(17) 99205-1321;*;;*;*;*;*;;;44.201.554/0001-22;R DOM JOSE JOAQUIM GONCALVES, 764 ;SOLO SAGRADO;Pinheirinho;15044-250;MICRO EMPRESA;5229-0/99;;;;;;;;;;;;;;
SANTO SALGADOS;Lanchonetes/Hamburguerias; (17) 99199-4252;Santo Salgados - Facebook ;;*;*;*;*;5,00;;37.354.210/0001-98;AV DOMINGOS FALAVINA, 505 ;JARDIM MUGNAINI;Pinheirinho;15045-395;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BENEDITU'S LANCHONETE;Lanchonetes/Hamburguerias; (17) 99157-8953;*;;*;*;*;*;5,00;; 35.636.783/0001-89; R. DR. JOSÉ HENRIQUE DUARTE, 880;JARDIM SANTA CATARINA;HB;15080-310;EMPRESA DE PEQUENO PORTE;03/02/5611;;;;;;;;;;;;;;
BAR DO ALEMÃO;Comida Brasileira;(17) 99647-3528;bardoalemaoderiopreto;6065,00;*;*;*;*;;; 21.829.941/0001-02;R. MAXÍMIANO MENDES, 312;VILA SANTA CRUZ;Central;15014-140;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
GIL LANCHES RIO PRETO;Lanchonetes/Hamburguerias; 17 3301-1301; @gillanchesrp;6834,00; Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/gil-lanches-vila-santa-cruz;Menu Dino;https://gillanches.menudino.com/?rwg_token=AFP2EnOuRSmpCXJ-j7Wn_As2XD2qxGT19B0un0Of_wv2W312CJ6GhoXWv6pBWlHew_C8Bg1sLsoEoS_YrVhfVVE8-yrAQmCnjJCDKVKH64aidGRIF-FC8uc%3D;4,50;4,70; 13.683.139/0001-29;R. SIQUEIRA CAMPOS, 4063;VILA SANTA CRUZ;Central;15014-030;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
DINDO'S SALGADOS;Lanchonetes/Hamburguerias; 17 4141-2757; Dindo's Salgados;652,00;*;*;*;*;4,40;; 43.458.161/0001-36;R. MACHADO DE ASSIS, 210;VILA SANTA CRUZ;Central;15014-150;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CAPITÃO BURGUER VETORAZZO;Lanchonetes/Hamburguerias; 17 99143-1616; @capitaoburguer.rp;1327,00;*;*;*;*;4,30;; 30.130.121/0001-19;AV. FORTUNATO ERNESTO VETORASSO, 599;JARDIM SANTA LUCIA;Cidade da Criança;15040-170;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SABOR DO POMAR;Lanchonete/Diversos; 17 99220-7102;*;;*;*;*;*;5,00;; 28.523.858/0001-50;R. BERNARDINO DE CAMPOS, 3735 (SALA 2);CENTRO;Central;15015-300;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SAUDAVELMENTE ALIMENTAÇÃO SAUDÁVEL;Saudáveis/Veganas/Veget; 17 99140-9312; Saudavelmente Alimentação Saudavel;146,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/saudavelmente---alimentacao-saudavel-centro/5f25c136-b79d-4e93-a8f2-b618b36971b1?utm_medium=ReserveGoogle;*;*;5,00;4,90; 47.000.590/0001-16;R. XV DE NOVEMBRO, 3938;CENTRO;Central;15015-110;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CACHORRO QUENTE TIA SÔNIA - REDENTORA;Lanchonetes/Hamburguerias; 17 3235-3498;*;; Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/cachorro-quente-da-tia-sonia---redentora-centro;Menu Dino;https://redentora.menudino.com/;4,70;4,90; 29.227.645/0001-43;R. GEN. GLICÉRIO, 4560 - SALA F;VILA REDENTORA;HB;15015-400;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CACHORRO QUENTE TIA SÔNIA - ANDALÓ;Lanchonetes/Hamburguerias; (17) 3212-7227;*;; Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/cachorro-quente-tia-sonia---andalo-centro;Menu Dino;https://andalo.menudino.com/;4,40;4,90; 36.598.420/0001-69;  AV. DR. ALBERTO ANDALÓ, 3112;CENTRO;Central;15010-010;EMPRESA DE PEQUENO PORTE;03/02/5611;;;;;;;;;;;;;;
VIDA SAUDÁVEL BISTRÔ;Saudáveis/Veganas/Veget; 17 99628-0036; @vidasaudavelbistros;24365,00; Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/vida-saudavel-bistro-vila-redentora;*;*;4,90;5,00; 31.732.539/0001-69;R. JACI, 3233;VILA REDENTORA;HB;15015-810;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BOM GOSTO - SALGADERIA E PASTELARIA;Lanchonetes/Hamburguerias; 17 3512-6367; @salgaderiabomgosto;2076,00; Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/bom-gosto-salgados-e-refeicoes-vila-santa-candida/56e77f74-eacb-4c9c-8773-65ac695b69ca?utm_medium=ReserveGoogle;*;*;4,60;; 48.876.529/0001-08;R. FRANCISCO GIGLIOTI, 397;VILA SANTA CANDIDA;HB;15091-280;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BOLOLÔ;Sorveteria/ Açaí/ Doceria; 17 3237-7758; @bolosbololo;11332,00; Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/bololo-jardim-res-vetorasso/8ef4d3d4-c139-4d9a-adf9-f1129266eb64?utm_medium=ReserveGoogle;*;*;4,70;4,70; 41.976.752/0001-70;AV. FORTUNATO ERNESTO VETORASSO, 296 - LOJA A;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15040-300;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ROYAL CREPÊ;Lanchonetes/Hamburguerias; 17 98841-2404; Royal Crepe;910,00;*;*;*;*;;; 41.980.935/0001-69;AV. FORTUNATO ERNESTO VETORASSO, 296 - LOJA B;JARDIM RESIDENCIAL VETORASSO;Cidade da Criança;15040-300;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
JUBERNAL SALGADOS - O ORIGINAL;Lanchonetes/Hamburguerias; 17 3236-1472; @jubernalsalgadosooriginal;557,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/jubernal-salgados---o-original-eldorado/72744ee5-cfde-432d-9b8f-4b301025de2f?utm_medium=ReserveGoogle;*;*;4,40;4,90; 31.523.984/0001-19;R. BURITAMA, 3780;ELDORADO;Cidade da Criança;15043-350;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
Salgados Top;Lanchonetes/Hamburguerias; 17 99179-9967;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/salgados-top-jardim-santa-luzia/bdf38408-6c0f-4046-9505-1cfa85c967a5?utm_medium=ReserveGoogle;*;*;4,80;4,90; 40.939.665/0001-80;AV. POTIRENDABA, 1726;JARDIM SANTA LUZIA;HB;15080-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SABOR DE AMIZADE;Lanchonete/Diversos; 17 98831-1743; @sabordeamizadert;202,00;Ativo;*;*;*;5,00;; 30.219.633/0001-56;AV. DOS ESTUDANTES, 3014;JARDIM NOVO AEROPORTO;Central;15035-010;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
JUAREZ PASTÉIS;Lanchonetes/Hamburguerias; 17 3224-7655; @juarezpasteis;3713,00; Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/juarez-pasteis-vila-elvira;Hey Delivery;https://juarez-pasteis.direct.hey.delivery/app?ref=google;4,70;4,90; 17.756.085/0001-35;AV. MURCHID HOMSI, 1225;PARQUE CELESTE;Central;15070-970;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
LANCHES LABOMBONEIRA;Outros;*;*;;*;*;*;*;;; 20.505.733/0001-95;R. KAZUTOSHI SAKAKIBARA, 263;JARDIM SANTO ANTÔNIO;CEU;15047-141;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ANTÔNIA LANCHES;Outros;*;*;;*;*;*;*;;; 35.224.485/0001-81;R. ELPIDIA MAYOR VALSECHI, 114;JARDIM SANTO ANTÔNIO;CEU;15047-152;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;; 44.017.913/0001-96;R. JOSÉFINA RÉIS ASSUNÇÃO, 771;JARDIM SANTO ANTÔNIO;CEU;15047-147;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
EMPÓRIO DO SABOR CONVENIÊNCIA;Lanchonetes/Hamburguerias; 17 3212-7532; @emporiodosabor;380,00;*;*;*;*;4,40;; 33.576.912/0001-65;R. IPIRANGA, 3659;SANTOS DUMONT;Central;15020-040;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
OBA OBA AÇAÍ;Sorveteria/ Açaí/ Doceria; 17 3363-9770;obaobaacai.rp;2779,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/oba-oba-acai-sao-deocleciano-conjunto-habitacional-sao-deocleciano/1606e927-d586-4e8a-a72f-b1a17c923322?utm_medium=ReserveGoogle;*;*;4,50;4,90; 23.984.329/0001-30;R. IPIRANGA, 3659;SANTOS DUMONT;Central;15020-040;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;   ;*;;*;*;*;*;;; 30.538.439/0001-33;R. SADO MADLUN, 445 - SALA 1;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-070;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SP Lanches ;Lanchonetes/Hamburguerias; 17 3012-0055 ; SP-Lanches;2700,00;*;*;*;*;4,30;; 27.783.013/0001-30;RUA COLOMBA MASSON SUMARIVA, 64;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;Represa;15057-350;MICRO EMPRESA;03/02/5611; ;;;;;;;;;;;;;
